,Unnamed: 0,unnamed_0,how_many_employees_does_your_company_or_organization_have,is_your_employer_primarily_a_tech_company_organization,is_your_primary_role_within_your_company_related_to_tech_it,does_your_employer_provide_mental_health_benefits_as_part_of_healthcare_coverage,do_you_know_the_options_for_mental_health_care_available_under_your_employer_provided_health_coverage,has_your_employer_ever_formally_discussed_mental_health_for_example_as_part_of_a_wellness_campaign_or_other_official_communication,does_your_employer_offer_resources_to_learn_more_about_mental_health_disorders_and_options_for_seeking_help,is_your_anonymity_protected_if_you_choose_to_take_advantage_of_mental_health_or_substance_abuse_treatment_resources_provided_by_your_employer,you_feel_more_comfortable_talking_to_your_coworkers_about_your_physical_health_or_your_mental_health,would_you_feel_comfortable_discussing_a_mental_health_issue_with_your_direct_supervisor_s,have_you_ever_discussed_your_mental_health_with_your_employer,would_you_feel_comfortable_discussing_a_mental_health_issue_with_your_coworkers,have_you_ever_discussed_your_mental_health_with_coworkers,overall_how_much_importance_does_your_employer_place_on_physical_health,overall_how_much_importance_does_your_employer_place_on_mental_health,do_you_have_medical_coverage_private_insurance_or_state_provided_that_includes_treatment_of_mental_health_disorders,do_you_know_local_or_online_resources_to_seek_help_for_a_mental_health_issue,do_you_believe_your_productivity_is_ever_affected_by_a_mental_health_issue,if_yes_what_percentage_of_your_work_time_time_performing_primary_or_secondary_job_functions_is_affected_by_a_mental_health_issue,have_you_had_a_mental_health_disorder_in_the_past,have_you_ever_sought_treatment_for_a_mental_health_disorder_from_a_mental_health_professional,do_you_have_a_family_history_of_mental_illness,have_your_observations_of_how_another_individual_who_discussed_a_mental_health_issue_made_you_less_likely_to_reveal_a_mental_health_issue_yourself_in_your_current_workplace,what_is_your_age,what_is_your_gender,what_is_your_race,survey_year
891,135,135,26-100,1,1,1,1,1,2,2,0,1,0,0,0,8.0,8.0,-1,-1,-1,,0,0,0,-1,41.0,0,White,2018
892,136,136,100-500,1,1,1,1,2,1,1,1,2,1,1,1,8.0,5.0,-1,-1,-1,,1,1,1,0,37.0,0,White,2018
893,137,137,26-100,1,1,2,0,0,0,1,1,0,0,0,0,7.0,7.0,-1,-1,-1,,0,0,0,0,33.0,1,I prefer not to answer,2018
894,138,138,26-100,1,1,1,1,1,1,1,1,1,1,2,1,8.0,9.0,-1,-1,-1,,1,1,1,0,28.0,nonbinary,White,2018
895,139,139,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,51-75%,1,1,1,-1,34.0,1,White,2018
896,140,140,26-100,1,0,1,1,0,0,2,1,1,1,1,1,3.0,3.0,-1,-1,-1,,1,1,1,1,29.0,1,,2018
897,141,141,500-1000,0,1,1,1,0,0,2,0,1,0,1,0,5.0,5.0,-1,-1,-1,,1,1,1,1,28.0,1,White,2018
898,142,142,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,1,-1,41.0,0,,2018
899,143,143,More than 1000,1,1,1,0,1,1,2,1,2,0,1,1,3.0,5.0,-1,-1,-1,,1,1,1,0,38.0,0,White,2018
900,144,144,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,1,0,37.0,0,,2018
901,145,145,More than 1000,0,1,1,1,1,1,1,1,0,0,2,1,6.0,6.0,-1,-1,-1,,1,1,0,2,42.0,0,White,2018
902,146,146,100-500,1,0,1,0,1,0,2,0,2,0,2,1,3.0,4.0,-1,-1,-1,,1,0,1,0,28.0,1,White,2018
903,147,147,More than 1000,1,1,1,1,1,1,1,1,1,1,1,1,8.0,8.0,-1,-1,-1,,1,1,1,1,30.0,0,White,2018
904,148,148,6-25,1,1,1,1,1,1,2,0,1,1,1,1,9.0,9.0,-1,-1,-1,,1,1,0,0,25.0,1,,2018
905,149,149,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,1-25%,1,0,2,1,54.0,0,,2018
906,150,150,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,0,0,0,-1,24.0,0,,2018
907,151,151,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,2,-1,32.0,0,,2018
908,152,152,More than 1000,1,1,1,1,0,1,2,0,0,1,1,1,4.0,1.0,-1,-1,-1,,1,1,1,0,44.0,0,White,2018
909,153,153,500-1000,0,1,1,0,0,0,2,1,1,1,0,0,5.0,0.0,-1,-1,-1,,1,1,1,1,28.0,trans man,White,2018
910,154,154,More than 1000,1,1,1,0,0,2,2,0,2,0,1,1,7.0,5.0,-1,-1,-1,,1,1,1,1,41.0,1,White,2018
911,155,155,26-100,0,1,1,0,0,1,2,1,2,0,2,0,6.0,5.0,-1,-1,-1,,0,0,0,-1,38.0,0,White,2018
912,156,156,100-500,1,1,1,1,0,2,2,1,2,0,2,1,7.0,7.0,-1,-1,-1,,1,1,2,0,37.0,cis-male,White,2018
913,157,157,100-500,0,1,2,-1,0,2,2,1,1,0,1,0,6.0,5.0,-1,-1,-1,,0,0,1,-1,36.0,0,,2018
914,158,158,More than 1000,0,1,2,0,0,2,2,1,2,0,2,0,5.0,5.0,-1,-1,-1,,0,0,0,-1,33.0,0,White,2018
915,159,159,More than 1000,0,1,1,1,1,1,1,0,2,0,1,1,6.0,7.0,-1,-1,-1,,1,1,2,2,35.0,1,White,2018
916,160,160,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,0,,0,0,0,1,31.0,0,,2018
917,161,161,More than 1000,1,1,1,1,0,0,1,1,2,1,2,0,10.0,5.0,-1,-1,-1,,1,1,0,-1,43.0,0,White,2018
918,162,162,26-100,1,1,-1,-1,1,1,1,0,1,1,1,1,8.0,10.0,-1,-1,-1,,1,1,1,0,34.0,0,White,2018
919,163,163,1-5,1,1,0,-1,1,1,1,2,1,1,2,0,8.0,8.0,-1,-1,-1,,1,1,1,0,44.0,1,White,2018
920,164,164,500-1000,1,1,1,1,0,1,1,1,1,1,2,1,5.0,6.0,-1,-1,-1,,1,1,1,0,38.0,0,White,2018
921,165,165,1-5,1,1,0,-1,0,0,1,1,2,0,2,0,6.0,5.0,-1,-1,-1,,0,0,0,0,55.0,0,I prefer not to answer,2018
922,166,166,100-500,1,1,-1,0,0,2,2,0,0,1,0,0,10.0,4.0,-1,-1,-1,,2,0,2,0,25.0,0,,2018
923,167,167,100-500,0,1,1,1,0,2,2,1,0,0,0,0,3.0,0.0,-1,-1,-1,,0,1,1,-1,37.0,0,White,2018
924,168,168,100-500,1,1,1,0,1,1,2,1,2,0,1,0,7.0,7.0,-1,-1,-1,,0,0,0,-1,39.0,0,White,2018
925,169,169,More than 1000,1,1,1,1,2,1,2,1,2,0,2,0,7.0,7.0,-1,-1,-1,,1,0,2,0,23.0,0,White,2018
926,170,170,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,-1,,2,0,2,-1,34.0,1,White,2018
927,171,171,26-100,1,1,1,0,0,0,2,0,2,1,2,1,7.0,7.0,-1,-1,-1,,1,1,2,0,43.0,0,White,2018
928,172,172,6-25,0,1,2,0,0,2,1,1,1,1,2,1,8.0,6.0,-1,-1,-1,,1,1,1,2,29.0,0,White,2018
929,173,173,6-25,1,1,0,-1,0,0,2,1,1,0,1,1,5.0,4.0,-1,-1,-1,,1,0,1,0,25.0,0,White,2018
930,174,174,6-25,1,1,1,1,0,0,1,1,2,1,0,0,2.0,5.0,-1,-1,-1,,2,0,2,0,36.0,0,White,2018
931,175,175,100-500,1,1,1,1,0,0,1,0,1,0,1,0,5.0,3.0,-1,-1,-1,,1,1,0,0,33.0,0,,2018
932,176,176,100-500,1,1,1,0,0,2,2,1,1,0,1,0,5.0,5.0,-1,-1,-1,,0,0,1,0,34.0,0,White,2018
933,177,177,More than 1000,1,1,1,1,1,1,1,1,2,0,2,0,8.0,7.0,-1,-1,-1,,2,0,0,0,28.0,0,White,2018
934,178,178,100-500,0,1,1,1,1,1,2,0,1,0,2,0,10.0,10.0,-1,-1,-1,,1,1,1,-1,54.0,transgender,White,2018
935,179,179,26-100,0,1,2,0,0,0,2,0,1,0,2,0,6.0,5.0,-1,-1,-1,,0,0,0,-1,39.0,0,White,2018
936,180,180,100-500,0,1,1,1,0,1,1,1,0,1,2,1,6.0,4.0,-1,-1,-1,,1,1,1,0,37.0,cis male,White,2018
937,181,181,26-100,1,1,2,0,0,2,2,1,0,0,0,0,5.0,5.0,-1,-1,-1,,0,0,1,1,29.0,0,White,2018
938,182,182,More than 1000,1,1,2,0,0,1,2,1,1,0,2,1,5.0,5.0,-1,-1,-1,,1,0,1,0,31.0,0,White,2018
939,183,183,More than 1000,1,1,1,1,1,2,1,0,1,1,1,1,7.0,7.0,-1,-1,-1,,1,1,0,1,49.0,0,White,2018
940,184,184,100-500,1,1,1,0,2,2,1,1,2,0,0,0,5.0,5.0,-1,-1,-1,,0,1,1,1,43.0,0,White,2018
941,185,185,500-1000,0,1,1,1,1,1,1,0,1,1,1,1,8.0,7.0,-1,-1,-1,,1,1,1,0,38.0,non binary,White,2018
942,186,186,100-500,1,1,1,1,2,2,2,1,2,0,2,1,4.0,3.0,-1,-1,-1,,1,1,1,0,35.0,1,White,2018
943,187,187,More than 1000,1,1,1,1,0,1,2,1,2,0,2,0,5.0,2.0,-1,-1,-1,,1,1,2,1,23.0,0,White,2018
944,188,188,26-100,1,1,2,0,0,2,1,0,1,0,1,1,7.0,7.0,-1,-1,-1,,1,1,1,0,42.0,0,,2018
945,189,189,More than 1000,0,1,1,1,1,1,1,1,1,0,2,1,6.0,5.0,-1,-1,-1,,1,1,1,0,36.0,0,White,2018
946,190,190,More than 1000,1,1,1,0,0,2,2,1,1,0,0,0,6.0,5.0,-1,-1,-1,,-1,1,0,2,38.0,0,White,2018
947,191,191,More than 1000,1,1,2,0,0,1,2,1,2,0,2,1,5.0,5.0,-1,-1,-1,,2,1,0,2,41.0,0,,2018
948,192,192,More than 1000,1,1,1,1,2,2,1,1,1,1,2,1,8.0,6.0,-1,-1,-1,,1,1,1,-1,37.0,1,White,2018
949,193,193,26-100,1,1,2,0,1,1,1,1,1,0,2,0,8.0,10.0,-1,-1,-1,,1,1,1,2,25.0,0,White,2018
950,194,194,100-500,1,1,1,1,1,1,1,1,1,1,1,0,9.0,7.0,-1,-1,-1,,2,0,1,0,33.0,0,White,2018
951,195,195,100-500,1,1,2,0,1,2,2,0,1,0,1,0,7.0,6.0,-1,-1,-1,,1,1,1,2,35.0,1,White,2018
952,196,196,More than 1000,1,1,1,1,1,1,2,1,0,1,2,1,5.0,5.0,-1,-1,-1,,1,1,1,0,32.0,1,White,2018
953,197,197,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,26-50%,1,0,2,1,45.0,-1,,2018
954,198,198,100-500,1,1,0,0,1,0,2,1,0,0,1,1,10.0,6.0,-1,-1,-1,,1,1,1,0,25.0,1,,2018
955,199,199,More than 1000,1,1,1,1,1,1,2,1,1,1,2,1,7.0,7.0,-1,-1,-1,,1,1,1,0,40.0,cis woman,White,2018
956,200,200,100-500,1,1,1,1,2,2,2,0,2,0,1,0,7.0,6.0,-1,-1,-1,,1,1,0,0,34.0,0,White,2018
957,201,201,More than 1000,1,1,1,1,1,1,1,1,1,0,0,0,4.0,3.0,-1,-1,-1,,0,0,0,2,28.0,0,White,2018
958,202,202,More than 1000,1,1,1,1,0,2,2,1,0,1,0,0,9.0,3.0,-1,-1,-1,,1,1,1,-1,49.0,0,White,2018
959,203,203,100-500,1,1,1,1,1,1,1,0,1,1,1,1,5.0,7.0,-1,-1,-1,,1,1,1,0,33.0,1,White,2018
960,204,204,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,76-100%,1,1,2,0,41.0,cis male,White,2018
961,205,205,26-100,1,1,1,1,0,0,1,1,0,0,2,1,5.0,7.0,-1,-1,-1,,1,1,1,0,36.0,0,White,2018
962,206,206,More than 1000,1,1,0,-1,0,1,0,0,2,1,2,1,8.0,2.0,-1,-1,-1,,1,1,1,0,37.0,0,White,2018
963,207,207,6-25,1,1,2,0,0,2,2,1,2,0,2,0,0.0,3.0,-1,-1,-1,,1,1,1,1,39.0,0,White,2018
964,208,208,100-500,1,1,2,0,0,0,2,1,0,0,2,1,4.0,2.0,-1,-1,-1,,1,1,1,2,49.0,1,White,2018
965,209,209,100-500,1,1,2,0,1,1,2,1,1,0,2,0,7.0,7.0,-1,-1,-1,,0,0,0,-1,33.0,0,White,2018
966,210,210,6-25,1,1,-1,-1,0,0,2,1,2,0,2,0,6.0,5.0,-1,-1,-1,,1,1,1,0,29.0,-1,,2018
967,211,211,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,2,,1,0,0,-1,34.0,0,White,2018
968,212,212,100-500,1,1,2,0,1,2,2,2,1,1,1,1,5.0,8.0,-1,-1,-1,,2,1,0,0,29.0,0,,2018
969,213,213,26-100,1,1,1,0,0,0,2,1,2,0,2,0,3.0,4.0,-1,-1,-1,,1,0,0,-1,25.0,0,White,2018
970,214,214,100-500,0,1,2,0,0,2,2,1,0,0,0,0,2.0,1.0,-1,-1,-1,,1,1,2,-1,35.0,0,White,2018
971,215,215,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,2,,0,0,0,0,32.0,0,White,2018
972,216,216,6-25,1,1,1,1,0,1,2,0,1,0,1,0,10.0,10.0,-1,-1,-1,,1,1,1,0,21.0,0,White,2018
973,217,217,6-25,1,1,1,0,0,0,1,0,1,0,1,0,0.0,0.0,-1,-1,-1,,0,1,0,0,43.0,0,White,2018
974,218,218,More than 1000,1,1,1,1,1,1,2,0,1,1,1,1,5.0,5.0,-1,-1,-1,,1,1,1,0,31.0,1,White,2018
975,219,219,26-100,1,1,2,0,1,1,2,1,2,0,2,1,6.0,5.0,-1,-1,-1,,1,1,1,0,27.0,cis-female,White,2018
976,220,220,6-25,1,1,1,1,0,0,1,0,0,0,0,0,0.0,0.0,-1,-1,-1,,1,1,2,0,23.0,0,White,2018
977,221,221,More than 1000,0,1,1,1,1,1,1,1,0,1,0,0,5.0,3.0,-1,-1,-1,,0,1,1,1,28.0,0,White,2018
978,222,222,More than 1000,0,1,1,1,1,1,2,1,0,0,0,0,5.0,3.0,-1,-1,-1,,1,1,1,1,37.0,1,More than one of the above,2018
979,223,223,6-25,1,1,2,0,0,2,2,1,2,0,1,0,5.0,5.0,-1,-1,-1,,0,0,0,-1,30.0,0,White,2018
980,224,224,6-25,1,1,1,1,0,1,2,1,0,0,0,0,1.0,3.0,-1,-1,-1,,0,0,0,1,30.0,0,White,2018
981,225,225,100-500,1,1,1,0,0,0,2,1,2,1,2,1,6.0,2.0,-1,-1,-1,,1,1,2,0,30.0,cisgendered woman,White,2018
982,226,226,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,1-25%,1,1,2,-1,32.0,1,White,2018
983,227,227,More than 1000,0,1,0,0,0,2,2,0,0,0,0,0,1.0,0.0,-1,-1,-1,,1,1,1,1,35.0,0,White,2018
984,228,228,More than 1000,0,0,1,1,1,1,1,0,1,0,2,0,8.0,6.0,-1,-1,-1,,1,1,1,1,45.0,1,More than one of the above,2018
985,229,229,500-1000,1,1,0,1,0,0,2,1,0,0,2,0,7.0,6.0,-1,-1,-1,,1,1,1,1,31.0,1,,2018
986,230,230,100-500,1,0,1,1,1,1,2,1,2,0,1,1,6.0,8.0,-1,-1,-1,,1,1,1,0,34.0,1,White,2018
987,231,231,100-500,1,1,0,0,0,0,2,1,0,1,0,0,0.0,0.0,-1,-1,-1,,2,1,1,-1,30.0,0,More than one of the above,2018
988,232,232,More than 1000,1,1,1,1,0,0,2,1,0,1,2,0,7.0,2.0,-1,-1,-1,,1,1,2,-1,33.0,trans woman,White,2018
989,233,233,26-100,1,1,2,0,0,0,2,0,2,0,2,1,7.0,7.0,-1,-1,-1,,1,0,1,0,32.0,0,,2018
990,234,234,500-1000,0,1,2,0,0,1,2,1,0,0,0,0,9.0,3.0,-1,-1,-1,,0,0,2,0,28.0,1,White,2018
991,235,235,6-25,1,1,0,1,0,0,2,1,0,1,1,1,5.0,2.0,-1,-1,-1,,1,1,1,1,28.0,0,More than one of the above,2018
992,236,236,500-1000,1,1,1,1,0,2,1,1,0,0,1,0,7.0,4.0,-1,-1,-1,,1,1,1,0,33.0,0,White,2018
993,237,237,100-500,1,1,1,1,1,0,1,0,0,1,1,0,7.0,6.0,-1,-1,-1,,2,1,2,0,28.0,1,Asian,2018
994,238,238,100-500,1,1,2,0,0,0,2,1,2,1,2,1,5.0,0.0,-1,-1,-1,,-1,1,1,-1,28.0,1,White,2018
995,239,239,26-100,1,1,2,0,0,2,0,1,1,0,2,0,8.0,3.0,-1,-1,-1,,0,0,0,2,43.0,0,White,2018
996,240,240,More than 1000,1,1,2,0,2,2,2,1,1,0,2,0,5.0,5.0,-1,-1,-1,,0,0,0,1,31.0,1,Asian,2018
997,241,241,500-1000,0,1,1,0,2,2,2,0,1,0,2,0,6.0,6.0,-1,-1,-1,,0,0,0,0,40.0,1,White,2018
998,242,242,More than 1000,0,1,1,0,0,2,2,1,2,0,2,0,7.0,4.0,-1,-1,-1,,0,1,2,-1,42.0,1,White,2018
999,243,243,26-100,1,1,1,0,2,2,2,1,2,0,2,0,7.0,6.0,-1,-1,-1,,1,1,1,0,38.0,0,White,2018
1000,244,244,100-500,1,1,2,1,0,0,1,0,1,1,1,0,7.0,8.0,-1,-1,-1,,0,0,0,1,39.0,0,White,2018
1001,245,245,6-25,0,1,-1,0,0,2,2,1,2,0,2,1,10.0,8.0,-1,-1,-1,,1,1,1,0,21.0,0,White,2018
1002,246,246,100-500,1,1,1,1,1,1,2,0,2,1,1,1,8.0,8.0,-1,-1,-1,,1,1,1,0,32.0,woman,More than one of the above,2018
1003,247,247,6-25,1,1,-1,1,0,0,2,1,2,1,1,1,2.0,2.0,-1,-1,-1,,1,1,1,0,32.0,0,White,2018
1004,248,248,100-500,1,1,1,1,1,1,2,2,1,1,1,1,7.0,6.0,-1,-1,-1,,1,1,1,0,40.0,0,White,2018
1005,249,249,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,51-75%,1,1,1,0,35.0,0,White,2018
1006,250,250,More than 1000,1,1,1,1,0,0,1,1,0,0,2,0,3.0,0.0,-1,-1,-1,,1,1,0,-1,28.0,0,White,2018
1007,251,251,500-1000,1,1,1,1,1,1,1,0,1,1,1,1,3.0,6.0,-1,-1,-1,,1,1,1,0,25.0,1,White,2018
1008,252,252,More than 1000,1,1,1,1,1,1,1,1,0,0,0,0,5.0,5.0,-1,-1,-1,,1,0,1,0,37.0,0,White,2018
1009,253,253,100-500,1,1,1,1,1,1,1,1,1,1,1,1,6.0,8.0,-1,-1,-1,,1,1,2,0,40.0,genderfluid,White,2018
1010,254,254,26-100,1,0,2,0,0,0,2,1,2,0,2,1,7.0,3.0,-1,-1,-1,,1,1,1,2,31.0,1,White,2018
1011,255,255,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,2,0,47.0,1,,2018
1012,256,256,100-500,1,1,1,0,0,0,2,1,0,1,2,1,6.0,5.0,-1,-1,-1,,1,1,1,2,26.0,genderqueer,White,2018
1013,257,257,26-100,0,1,1,1,0,2,2,1,1,0,0,0,6.0,5.0,-1,-1,-1,,1,1,1,0,27.0,1,White,2018
1014,258,258,6-25,1,1,2,1,0,0,0,1,0,0,0,0,5.0,5.0,-1,-1,-1,,1,1,0,0,46.0,0,,2018
1015,259,259,More than 1000,1,1,1,1,2,0,2,1,2,0,2,1,6.0,5.0,-1,-1,-1,,1,1,1,-1,22.0,woman,Black or African American,2018
1016,260,260,26-100,1,1,0,-1,0,0,2,0,2,0,2,1,5.0,5.0,-1,-1,-1,,1,1,1,2,37.0,1,,2018
1017,261,261,100-500,1,0,1,1,1,1,2,1,0,1,1,1,3.0,3.0,-1,-1,-1,,1,1,1,1,27.0,0,White,2018
1018,262,262,More than 1000,0,1,1,0,0,2,2,1,2,0,2,1,2.0,5.0,-1,-1,-1,,2,0,1,0,28.0,1,I prefer not to answer,2018
1019,263,263,100-500,1,1,1,1,1,0,1,1,0,0,2,0,7.0,4.0,-1,-1,-1,,1,1,1,1,32.0,1,White,2018
1020,264,264,100-500,1,1,1,0,0,2,2,0,2,0,1,1,7.0,5.0,-1,-1,-1,,0,0,1,-1,33.0,0,White,2018
1021,265,265,More than 1000,1,1,1,1,1,1,1,1,2,1,2,1,9.0,7.0,-1,-1,-1,,1,1,1,2,27.0,1,White,2018
1022,266,266,More than 1000,1,1,1,1,2,2,1,1,1,0,2,0,8.0,7.0,-1,-1,-1,,1,1,1,-1,38.0,1,White,2018
1023,267,267,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,51-75%,1,1,1,0,31.0,0,White,2018
1024,268,268,6-25,1,1,1,0,0,0,1,1,1,1,1,1,6.0,6.0,-1,-1,-1,,1,1,0,0,28.0,1,White,2018
1025,269,269,More than 1000,0,1,1,0,1,1,2,1,2,0,2,0,2.0,1.0,-1,-1,-1,,2,0,2,1,32.0,1,White,2018
1026,270,270,26-100,0,1,0,0,0,0,1,1,1,0,0,0,8.0,3.0,-1,-1,-1,,0,0,0,-1,30.0,1,White,2018
1027,271,271,100-500,1,0,1,1,0,0,2,1,0,0,2,1,8.0,4.0,-1,-1,-1,,1,1,0,0,26.0,1,White,2018
1028,272,272,More than 1000,0,1,2,0,1,1,2,1,0,0,0,0,7.0,7.0,-1,-1,-1,,1,1,1,1,41.0,1,White,2018
1029,273,273,100-500,1,1,2,0,0,0,2,0,2,0,2,0,8.0,5.0,-1,-1,-1,,2,0,0,0,39.0,1,White,2018
1030,274,274,100-500,1,1,1,0,0,2,2,0,2,0,1,0,5.0,3.0,-1,-1,-1,,2,0,2,0,37.0,demiguy,White,2018
1031,275,275,More than 1000,0,1,-1,-1,2,1,1,1,0,0,0,0,8.0,5.0,-1,-1,-1,,0,0,2,2,21.0,1,Asian,2018
1032,276,276,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,0,1,-1,38.0,0,White,2018
1033,277,277,100-500,0,1,1,1,0,0,2,1,0,0,1,0,6.0,3.0,-1,-1,-1,,2,0,2,0,35.0,1,White,2018
1034,278,278,More than 1000,1,1,1,1,1,1,2,0,0,1,2,1,3.0,2.0,-1,-1,-1,,1,1,2,0,33.0,1,,2018
1035,279,279,26-100,1,1,1,0,0,2,1,1,0,0,0,0,6.0,6.0,-1,-1,-1,,0,0,2,2,38.0,0,,2018
1036,280,280,6-25,1,1,0,-1,0,0,2,0,2,0,2,1,5.0,5.0,-1,-1,-1,,1,1,2,0,29.0,1,White,2018
1037,281,281,500-1000,1,0,1,1,1,1,1,1,2,0,1,1,7.0,7.0,-1,-1,-1,,0,1,2,0,25.0,1,White,2018
1038,282,282,100-500,1,1,2,0,0,2,2,1,0,0,2,0,6.0,4.0,-1,-1,-1,,2,1,1,2,41.0,1,White,2018
1039,283,283,26-100,1,1,1,1,0,0,2,0,1,1,1,1,10.0,10.0,-1,-1,-1,,1,1,1,-1,37.0,1,White,2018
1040,284,284,6-25,1,1,2,0,0,0,2,1,2,0,2,0,5.0,4.0,-1,-1,-1,,1,1,1,2,29.0,0,White,2018
1041,285,285,100-500,1,1,1,0,2,2,2,0,1,1,1,1,7.0,7.0,-1,-1,-1,,0,0,0,0,45.0,1,White,2018
1042,286,286,6-25,1,1,2,0,0,0,1,1,0,0,0,0,5.0,5.0,-1,-1,-1,,2,0,0,-1,45.0,-1,,2018
1043,287,287,100-500,1,1,1,0,0,1,1,1,1,0,1,1,8.0,7.0,-1,-1,-1,,1,1,0,0,45.0,1,White,2018
1044,288,288,More than 1000,1,1,1,1,1,1,1,0,1,1,1,1,6.0,8.0,-1,-1,-1,,1,1,1,0,30.0,trans female,White,2018
1045,289,289,6-25,1,1,2,0,0,0,2,0,1,0,1,0,10.0,10.0,-1,-1,-1,,0,0,0,0,27.0,0,American Indian or Alaska Native,2018
1046,290,290,6-25,0,1,2,0,0,2,2,1,1,0,2,0,4.0,3.0,-1,-1,-1,,0,0,0,-1,36.0,cisgender male,White,2018
1047,291,291,500-1000,0,0,1,1,1,1,1,1,0,0,2,0,5.0,7.0,-1,-1,-1,,1,1,1,2,44.0,1,White,2018
1048,292,292,More than 1000,1,1,1,1,1,1,2,2,2,0,1,1,7.0,8.0,-1,-1,-1,,1,1,2,0,35.0,1,White,2018
1049,293,293,6-25,1,1,2,0,0,0,2,0,2,1,0,0,5.0,5.0,-1,-1,-1,,1,0,1,0,42.0,non-binary,White,2018
1050,294,294,More than 1000,1,1,1,1,1,1,2,1,0,0,0,0,10.0,8.0,-1,-1,-1,,1,1,1,-1,26.0,0,White,2018
1051,295,295,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,1-25%,1,1,1,1,33.0,1,Asian,2018
1052,296,296,100-500,1,1,1,1,0,0,2,0,1,1,1,1,8.0,9.0,-1,-1,-1,,1,1,1,0,25.0,genderqueer,I prefer not to answer,2018
1053,297,297,More than 1000,0,1,1,1,0,0,2,0,2,0,2,0,7.0,4.0,-1,-1,-1,,1,1,1,-1,36.0,1,White,2018
1054,298,298,500-1000,1,1,1,1,1,1,2,1,1,0,0,0,7.0,6.0,-1,-1,-1,,1,1,1,0,32.0,1,White,2018
1055,299,299,More than 1000,1,1,1,1,1,1,2,1,2,1,2,1,2.0,4.0,-1,-1,-1,,1,1,1,1,29.0,1,White,2018
1056,300,300,More than 1000,1,1,2,0,1,1,1,1,2,0,2,0,5.0,5.0,-1,-1,-1,,0,0,2,1,29.0,1,White,2018
1057,301,301,26-100,1,1,1,0,2,2,1,0,1,0,2,0,9.0,9.0,-1,-1,-1,,1,0,0,0,43.0,0,White,2018
1058,302,302,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,51-75%,1,1,2,-1,37.0,0,,2018
1059,303,303,500-1000,0,1,0,0,1,2,2,0,1,0,1,1,4.0,5.0,-1,-1,-1,,0,0,0,-1,26.0,0,,2018
1060,304,304,26-100,1,1,1,1,0,0,2,1,2,1,2,0,7.0,5.0,-1,-1,-1,,1,1,1,0,46.0,0,White,2018
1061,305,305,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,1,2,35.0,1,White,2018
1062,306,306,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,51-75%,2,1,1,-1,37.0,0,White,2018
1063,307,307,500-1000,0,1,1,1,1,1,1,0,1,1,1,1,9.0,7.0,-1,-1,-1,,1,1,1,0,30.0,1,White,2018
1064,308,308,26-100,1,1,1,0,0,2,2,1,2,0,2,-1,6.0,3.0,-1,-1,-1,,1,1,2,2,36.0,0,White,2018
1065,309,309,More than 1000,0,1,1,1,0,1,2,0,2,0,2,0,5.0,0.0,-1,-1,-1,,1,1,2,2,31.0,1,White,2018
1066,310,310,6-25,1,1,-1,-1,0,0,2,1,0,0,2,0,4.0,1.0,-1,-1,-1,,0,1,2,-1,42.0,0,,2018
1067,311,311,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,-1,,0,0,0,-1,41.0,cis male,More than one of the above,2018
1068,312,312,More than 1000,1,1,2,0,0,2,2,0,1,0,1,1,6.0,2.0,-1,-1,-1,,1,0,2,0,33.0,1,White,2018
